Factura;Dia;Fecha;DiaVence;FechaVence;Cliente;Producto;Cantidad;Moneda;Total;Almacén;Vendedor;TotalUSD;Impuesto;ImpuestoUSD;Tipo de cambio;Ganacia;GananciaUSD
FA 573650;15;nov-17;15;dic-17;218;382;20;colones;36,028.60;1;-1;0;0;0;0;16,547.02;0
FA 573655;15;nov-17;30;nov-17;894;327;36;colones;43,947.00;1;-1;0;0;0;0;15,323.97;0
FA 573662;15;nov-17;15;dic-17;1088;336;12;colones;11,988.26;1;-1;0;0;0;0;4,082.37;0
FA 573662;15;nov-17;15;dic-17;1088;322;12;colones;13,188.54;1;-1;0;0;0;0;4,603.57;0
FA 573664;15;nov-17;15;nov-17;525;338;50;colones;3,372.50;1;-1;0;0;0;0;1,683.66;0
FA 573707;16;nov-17;16;dic-17;362;338;100;colones;6,800.00;1;-1;0;0;0;0;3,422.31;0
FA 573732;16;nov-17;16;dic-17;627;382;6;colones;10,808.58;1;-1;0;0;0;0;4,964.11;0
FA 573927;16;nov-17;16;dic-17;3706;304;5;colones;1,650.00;1;-1;0;214.5;0;0;5.780.600;0
FA 573974;16;nov-17;16;nov-17;1928;341;12;colones;2,652.00;1;-1;0;0;0;0;1,691.78;0
FA 574076;17;nov-17;17;dic-17;363;322;24;colones;26,377.07;1;-1;0;0;0;0;9,207.12;0
FA 574076;17;nov-17;17;dic-17;363;324;24;colones;28,776.97;1;-1;0;0;0;0;9,958.51;0
FA 574076;17;nov-17;17;dic-17;363;336;24;colones;23,976.52;1;-1;0;0;0;0;8,164.74;0
FA 574076;17;nov-17;17;dic-17;363;327;24;colones;29,279.50;1;-1;0;0;0;0;10,197.48;0
FA 574163;17;nov-17;17;dic-17;597;329;24;colones;24,600.00;1;-1;0;0;0;0;7,709.65;0
FA 574205;17;nov-17;17;dic-17;127;309;2;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.41;0
FA 574205;17;nov-17;17;dic-17;127;308;2;colones;16,590.00;1;-1;0;2,156.70;0;0;7,144.24;0
FA 574321;17;nov-17;17;dic-17;828;344;12;colones;2,439.60;1;-1;0;0;0;0;1,384.14;0
FA 574368;19;nov-17;19;dic-17;3230;340;30;colones;6,630.00;1;-1;0;0;0;0;4,159.36;0
FA 574396;19;nov-17;19;nov-17;3881;302;10;colones;1,570.14;1;-1;0;204.12;0;0;-3.262.000;0
FA 574398;19;nov-17;19;dic-17;1070;312;2;colones;21,000.00;1;-1;0;2,730.00;0;0;7,009.05;0
FA 574405;20;nov-17;20;ene-18;3691;341;30;colones;5,411.10;2;-1;0;0;0;0;2,821.17;0
FA 574471;20;nov-17;20;dic-17;2225;336;15;colones;14,985.32;1;-1;0;0;0;0;5,102.96;0
FA 574488;20;nov-17;20;dic-17;1237;324;4;colones;4,964.40;1;-1;0;0;0;0;1,827.99;0
FA 574488;20;nov-17;20;dic-17;1237;327;6;colones;6,939.00;1;-1;0;0;0;0;2,168.50;0
FA 574596;20;nov-17;20;dic-17;384;320;1;colones;1,145.00;1;-1;0;0;0;0;3.728.500;0
FA 574596;20;nov-17;20;dic-17;384;327;6;colones;7,319.87;1;-1;0;0;0;0;2,549.37;0
FA 574596;20;nov-17;20;dic-17;384;324;12;colones;14,388.49;1;-1;0;0;0;0;4,979.26;0
FA 574614;20;nov-17;20;dic-17;3894;316;2;colones;4,254.00;1;-1;0;0;0;0;1,143.22;0
FA 574738;21;nov-17;21;dic-17;3719;340;12;colones;2,652.00;1;-1;0;0;0;0;1,663.74;0
FA 574738;21;nov-17;21;dic-17;3719;334;6;colones;8,262.00;1;-1;0;0;0;0;4,125.09;0
FA 574738;21;nov-17;21;dic-17;3719;336;12;colones;11,988.26;1;-1;0;0;0;0;4,082.37;0
FA 574872;21;nov-17;21;dic-17;2111;336;15;colones;14,925.00;1;-1;0;0;0;0;5,042.64;0
FA 574874;21;nov-17;21;dic-17;1618;343;6;colones;1,740.00;1;-1;0;0;0;0;9.399.900;0
FA 575002;21;nov-17;21;dic-17;552;344;20;colones;4,080.00;1;-1;0;0;0;0;2,524.20;0
FA 575007;21;nov-17;21;nov-17;1208;336;6;colones;5,970.00;1;-1;0;0;0;0;2,017.05;0
FA 575007;21;nov-17;21;nov-17;1208;327;6;colones;7,320.00;1;-1;0;0;0;0;2,549.50;0
FA 575007;21;nov-17;21;nov-17;1208;322;6;colones;6,570.00;1;-1;0;0;0;0;2,277.51;0
FA 575007;21;nov-17;21;nov-17;1208;345;12;colones;1,320.00;1;-1;0;0;0;0;3.742.500;0
FA 575007;21;nov-17;21;nov-17;1208;344;12;colones;2,448.00;1;-1;0;0;0;0;1,514.52;0
FA 575007;21;nov-17;21;nov-17;1208;324;6;colones;7,170.00;1;-1;0;0;0;0;2,465.39;0
FA 575029;21;nov-17;21;dic-17;3487;308;4;colones;33,180.00;1;-1;0;4,313.40;0;0;14,288.47;0
FA 575029;21;nov-17;21;dic-17;3487;309;2;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.41;0
FA 575117;23;nov-17;23;dic-17;621;382;12;colones;21,617.16;1;-1;0;0;0;0;9,926.06;0
FA 575121;23;nov-17;23;dic-17;1452;327;10;colones;12,199.79;1;-1;0;0;0;0;4,248.95;0
FA 575121;23;nov-17;23;dic-17;1452;301;10;colones;2,650.00;1;-1;0;344.5;0;0;1,061.15;0
FA 575121;23;nov-17;23;dic-17;1452;324;10;colones;11,990.41;1;-1;0;0;0;0;4,149.39;0
FA 575267;23;nov-17;23;dic-17;2138;340;3;colones;663;1;-1;0;0;0;0;4.159.400;0
FA 575328;23;nov-17;23;dic-17;1275;314;3;colones;5,940.00;1;-1;0;772.2;0;0;1,537.17;0
FA 575340;23;nov-17;23;dic-17;2007;345;10;colones;1,099.92;1;-1;0;0;0;0;3.118.000;0
FA 575392;23;nov-17;23;dic-17;1074;327;15;colones;18,299.69;1;-1;0;0;0;0;6,373.43;0
FA 575392;23;nov-17;23;dic-17;1074;341;10;colones;2,210.00;1;-1;0;0;0;0;1,409.82;0
FA 575394;23;nov-17;23;dic-17;2043;314;8;colones;20,919.04;1;-1;0;2,719.47;0;0;9,178.16;0
FA 575395;23;nov-17;23;dic-17;2994;336;12;colones;9,600.00;1;-1;0;0;0;0;1,694.11;0
FA 575395;23;nov-17;23;dic-17;2994;348;6;colones;13,196.88;1;-1;0;1,715.59;0;0;6,527.63;0
FA 575405;23;nov-17;23;dic-17;2042;336;12;colones;9,600.00;1;-1;0;0;0;0;1,694.11;0
FA 575405;23;nov-17;23;dic-17;2042;348;6;colones;13,196.88;1;-1;0;1,715.59;0;0;6,527.63;0
FA 575440;23;nov-17;23;ene-18;3691;341;30;colones;5,411.10;2;-1;0;0;0;0;2,821.17;0
FA 575468;23;nov-17;23;ene-18;377;309;2;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.40;0
FA 575679;23;nov-17;23;dic-17;994;341;25;colones;5,248.75;1;-1;0;0;0;0;3,248.30;0
FA 575700;23;nov-17;23;dic-17;2074;382;6;colones;10,808.58;1;-1;0;0;0;0;4,962.82;0
FA 575737;24;nov-17;24;dic-17;2321;301;10;colones;2,650.00;1;-1;0;344.5;0;0;1,061.15;0
FA 575753;24;nov-17;24;dic-17;1365;322;48;colones;61,392.00;1;-1;0;0;0;0;27,052.11;0
FA 575854;24;nov-17;24;dic-17;1216;333;2;colones;5,048.00;1;-1;0;0;0;0;2,565.71;0
FA 575854;24;nov-17;24;dic-17;1216;335;2;colones;5,330.00;1;-1;0;0;0;0;1,863.87;0
FA 575854;24;nov-17;24;dic-17;1216;341;6;colones;1,326.00;1;-1;0;0;0;0;8.389.900;0
FA 575865;24;nov-17;24;dic-17;2363;343;1;colones;290;1;-1;0;0;0;0;1.566.600;0
FA 575961;24;nov-17;24;dic-17;52;304;12;colones;3,960.00;1;-1;0;514.8;0;0;1,387.35;0
FA 575968;24;nov-17;24;dic-17;1443;336;20;colones;19,980.43;1;-1;0;0;0;0;6,803.95;0
FA 576023;25;nov-17;25;dic-17;2223;345;12;colones;1,319.90;1;-1;0;0;0;0;3.741.500;0
FA 576073;27;nov-17;27;dic-17;1351;309;2;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.41;0
FA 576182;27;nov-17;27;dic-17;285;356;5;colones;59,140.00;1;-1;0;0;0;0;11,263.57;0
FA 576365;28;nov-17;28;dic-17;277;335;2;colones;5,330.00;1;-1;0;0;0;0;1,863.87;0
FA 576423;28;nov-17;28;dic-17;2225;327;12;colones;14,639.75;1;-1;0;0;0;0;5,098.74;0
FA 576423;28;nov-17;28;dic-17;2225;324;12;colones;14,388.49;1;-1;0;0;0;0;4,979.26;0
FA 576430;28;nov-17;28;dic-17;569;382;24;colones;43,234.32;1;-1;0;0;0;0;19,851.26;0
FA 576445;28;nov-17;28;dic-17;3285;336;24;colones;23,976.52;1;-1;0;0;0;0;8,164.74;0
FA 576445;28;nov-17;28;dic-17;3285;327;12;colones;14,639.75;1;-1;0;0;0;0;5,098.74;0
FA 576461;28;nov-17;28;dic-17;1646;349;10;colones;25,490.00;1;-1;0;3,313.70;0;0;8,930.25;0
FA 576462;28;nov-17;28;dic-17;1237;328;6;colones;10,710.00;1;-1;0;0;0;0;5,445.91;0
FA 576643;29;nov-17;29;dic-17;1011;324;20;colones;26,201.00;1;-1;0;0;0;0;10,518.95;0
FA 576643;29;nov-17;29;dic-17;1011;327;20;colones;24,415.00;1;-1;0;0;0;0;8,513.32;0
FA 576645;29;nov-17;29;dic-17;1365;322;25;colones;31,975.00;1;-1;0;0;0;0;14,089.64;0
FA 576664;29;nov-17;29;ene-18;369;322;15;colones;16,485.67;1;-1;0;0;0;0;5,754.45;0
FA 576664;29;nov-17;29;ene-18;369;324;15;colones;17,985.61;1;-1;0;0;0;0;6,224.07;0
FA 576664;29;nov-17;29;ene-18;369;327;15;colones;18,299.69;1;-1;0;0;0;0;6,373.43;0
FA 576675;29;nov-17;29;dic-17;135;379;12;colones;64,459.80;1;-1;0;0;0;0;3,447.90;0
FA 576834;29;nov-17;29;dic-17;494;327;12;colones;14,640.00;1;-1;0;0;0;0;5,098.99;0
FA 576862;29;nov-17;29;dic-17;2138;344;3;colones;612;1;-1;0;0;0;0;3.801.200;0
FA 576886;29;nov-17;29;dic-17;510;341;6;colones;1,259.70;1;-1;0;0;0;0;7.726.900;0
FA 576887;29;nov-17;29;dic-17;368;382;6;colones;10,808.58;1;-1;0;0;0;0;4,962.82;0
FA 576928;29;nov-17;29;dic-17;2375;336;50;colones;49,750.00;1;-1;0;0;0;0;16,808.79;0
FA 576962;30;nov-17;30;dic-17;1329;364;4;colones;11,747.96;1;-1;0;0;0;0;1,997.16;0
FA 576990;30;nov-17;30;dic-17;883;322;12;colones;13,188.54;1;-1;0;0;0;0;4,603.57;0
FA 576990;30;nov-17;30;dic-17;883;327;12;colones;14,639.75;1;-1;0;0;0;0;5,098.74;0
FA 576990;30;nov-17;30;dic-17;883;336;12;colones;11,988.26;1;-1;0;0;0;0;4,082.37;0
FA 577019;30;nov-17;30;ene-18;661;345;24;colones;2,639.80;1;-1;0;0;0;0;7.483.000;0
FA 577049;30;nov-17;30;dic-17;3537;344;12;colones;2,448.00;1;-1;0;0;0;0;1,520.48;0
FA 577089;30;nov-17;30;dic-17;2374;320;12;colones;13,740.00;1;-1;0;0;0;0;5,782.95;0
FA 577093;30;nov-17;30;dic-17;117;382;6;colones;10,808.58;1;-1;0;0;0;0;4,962.82;0
FA 577165;30;nov-17;30;dic-17;83;324;12;colones;14,400.00;1;-1;0;0;0;0;4,990.77;0
FA 577277;1;dic-17;1;dic-17;3707;340;12;colones;2,700.00;1;-1;0;0;0;0;1,720.82;0
FA 577557;4;dic-17;4;ene-18;1351;308;2;colones;16,590.00;1;-1;0;2,156.70;0;0;7,144.24;0
FA 577583;4;dic-17;4;ene-18;2345;349;6;colones;15,196.56;1;-1;0;1,975.55;0;0;5,260.71;0
FA 577757;4;dic-17;4;ene-18;4001;302;50;colones;7,850.70;1;-1;0;1,020.59;0;0;-1,631.01;0
FA 578030;5;dic-17;5;ene-18;505;344;20;colones;4,080.00;1;-1;0;0;0;0;2,534.13;0
FA 578030;5;dic-17;5;ene-18;505;340;6;colones;1,326.00;1;-1;0;0;0;0;8.364.100;0
FA 578030;5;dic-17;5;ene-18;505;336;12;colones;12,000.00;1;-1;0;0;0;0;4,094.11;0
FA 578058;5;dic-17;5;ene-18;1070;313;1;colones;12,000.00;1;-1;0;1,560.00;0;0;3,908.40;0
FA 578070;5;dic-17;5;ene-18;3079;313;1;colones;12,000.00;1;-1;0;1,560.00;0;0;3,908.40;0
FA 578127;5;dic-17;5;ene-18;287;340;24;colones;5,304.00;1;-1;0;0;0;0;3,345.63;0
FA 578265;6;dic-17;6;ene-18;2853;377;1;colones;12,765.00;1;-1;0;0;0;0;1,521.60;0
FA 578551;7;dic-17;7;ene-18;278;382;30;colones;54,042.90;1;-1;0;0;0;0;25,282.56;0
FA 578551;7;dic-17;7;ene-18;278;356;6;colones;67,590.00;1;-1;0;0;0;0;17,743.48;0
FA 578552;7;dic-17;7;feb-18;479;324;12;colones;14,388.49;1;-1;0;0;0;0;4,979.26;0
FA 578674;7;dic-17;7;ene-18;2007;345;8;colones;879.93;1;-1;0;0;0;0;2.494.300;0
FA 578680;7;dic-17;7;ene-18;627;356;1;colones;11,265.00;1;-1;0;0;0;0;2,957.25;0
FA 578745;7;dic-17;7;ene-18;2019;334;24;colones;33,048.00;1;-1;0;0;0;0;16,544.54;0
FA 578745;7;dic-17;7;ene-18;2019;325;24;colones;38,352.00;1;-1;0;0;0;0;18,122.18;0
FA 578746;7;dic-17;7;ene-18;3088;314;3;colones;6,600.00;1;-1;0;858;0;0;2,197.17;0
FA 578769;7;dic-17;7;dic-17;712;329;3;colones;2,955.00;1;-1;0;0;0;0;8.437.100;0
FA 578843;8;dic-17;8;ene-18;1237;334;3;colones;4,131.00;1;-1;0;0;0;0;2,068.07;0
FA 578988;8;dic-17;8;dic-17;1092;327;8;colones;9,766.00;1;-1;0;0;0;0;3,405.33;0
FA 579164;9;dic-17;9;ene-18;1262;382;25;colones;43,525.00;1;-1;0;0;0;0;19,558.05;0
FA 579323;11;dic-17;11;ene-18;1927;308;1;colones;8,295.00;1;-1;0;1,078.35;0;0;3,572.12;0
FA 579340;11;dic-17;11;dic-17;3124;327;6;colones;7,319.87;1;-1;0;0;0;0;2,549.37;0
FA 579342;11;dic-17;11;mar-18;395;382;20;colones;34,227.17;1;-1;0;0;0;0;15,180.17;0
FA 579369;11;dic-17;11;ene-18;1646;349;24;colones;61,176.00;1;-1;0;7,952.88;0;0;21,432.60;0
FA 579369;11;dic-17;11;ene-18;1646;348;24;colones;36,000.29;1;-1;0;4,680.04;0;0;9,323.29;0
FA 579439;11;dic-17;11;ene-18;1640;327;6;colones;7,319.87;1;-1;0;0;0;0;2,549.37;0
FA 579439;11;dic-17;11;ene-18;1640;322;6;colones;6,594.27;1;-1;0;0;0;0;2,301.78;0
FA 579439;11;dic-17;11;ene-18;1640;336;6;colones;5,994.13;1;-1;0;0;0;0;2,041.19;0
FA 579849;14;dic-17;14;dic-17;3156;308;2;colones;16,590.00;1;-1;0;2,156.70;0;0;7,144.24;0
FA 579849;14;dic-17;14;dic-17;3156;309;1;colones;11,795.00;1;-1;0;1,533.35;0;0;5,308.20;0
FA 579850;14;dic-17;14;feb-18;369;320;12;colones;13,740.00;1;-1;0;0;0;0;5,782.95;0
FA 579965;14;dic-17;14;ene-18;3154;310;2;colones;11,280.00;1;-1;0;1,466.40;0;0;3,729.92;0
FA 580092;14;dic-17;14;dic-17;2541;329;12;colones;11,685.00;1;-1;0;0;0;0;3,239.83;0
FA 580265;14;dic-17;14;ene-18;3457;341;10;colones;2,099.50;1;-1;0;0;0;0;1,287.81;0
FA 580276;14;dic-17;14;ene-18;3157;336;4;colones;3,996.09;1;-1;0;0;0;0;1,360.79;0
FA 580276;14;dic-17;14;ene-18;3157;319;6;colones;7,068.00;1;-1;0;0;0;0;3,162.26;0
FA 580320;14;dic-17;14;ene-18;282;341;10;colones;2,210.00;1;-1;0;0;0;0;1,398.31;0
FA 580425;15;dic-17;15;feb-18;3691;341;30;colones;5,411.10;2;-1;0;678.82;0;0;2,793.54;0
FA 580426;15;dic-17;15;feb-18;3691;341;30;colones;5,411.10;2;-1;0;678.82;0;0;2,793.54;0
FA 580679;16;dic-17;16;ene-18;1074;327;12;colones;15,420.00;1;-1;0;0;0;0;5,878.99;0
FA 580679;16;dic-17;16;ene-18;1074;341;12;colones;2,652.00;1;-1;0;0;0;0;1,677.97;0
FA 580679;16;dic-17;16;ene-18;1074;344;12;colones;2,448.00;1;-1;0;0;0;0;1,520.48;0
FA 580771;18;dic-17;18;ene-18;1445;308;1;colones;8,295.00;1;-1;0;1,078.35;0;0;3,572.12;0
FA 580903;18;dic-17;18;ene-18;293;341;24;colones;5,304.00;1;-1;0;0;0;0;3,355.94;0
FA 580936;18;dic-17;18;feb-18;476;308;2;colones;16,590.00;1;-1;0;2,156.70;0;0;7,144.24;0
FA 581045;19;dic-17;19;ene-18;957;309;2;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.41;0
FA 581045;19;dic-17;19;ene-18;957;308;2;colones;16,590.00;1;-1;0;2,156.70;0;0;7,144.23;0
FA 581048;19;dic-17;19;ene-18;1442;344;6;colones;1,224.00;1;-1;0;0;0;0;7.602.400;0
FA 581048;19;dic-17;19;ene-18;1442;341;12;colones;2,652.00;1;-1;0;0;0;0;1,677.97;0
FA 581280;20;dic-17;20;ene-18;2156;314;6;colones;13,200.00;1;-1;0;1,716.00;0;0;4,394.34;0
FA 581291;20;dic-17;20;ene-18;3367;341;10;colones;2,210.00;1;-1;0;0;0;0;1,398.31;0
FA 581305;20;dic-17;20;ene-18;506;322;3;colones;3,297.13;1;-1;0;0;0;0;1,150.89;0
FA 581305;20;dic-17;20;ene-18;506;324;12;colones;14,388.49;1;-1;0;0;0;0;4,979.26;0
FA 581305;20;dic-17;20;ene-18;506;327;12;colones;14,639.75;1;-1;0;0;0;0;5,098.74;0
FA 581305;20;dic-17;20;ene-18;506;341;12;colones;2,652.00;1;-1;0;0;0;0;1,677.97;0
FA 581337;20;dic-17;20;dic-17;3707;340;50;colones;11,250.00;1;-1;0;0;0;0;7,170.06;0
FA 581375;20;dic-17;20;ene-18;856;338;10;colones;680;1;-1;0;0;0;0;3.422.300;0
FA 581375;20;dic-17;20;ene-18;856;322;12;colones;13,188.54;1;-1;0;0;0;0;4,603.57;0
FA 581375;20;dic-17;20;ene-18;856;324;12;colones;14,388.49;1;-1;0;0;0;0;4,979.26;0
FA 581375;20;dic-17;20;ene-18;856;329;12;colones;12,300.00;1;-1;0;0;0;0;3,854.83;0
FA 581375;20;dic-17;20;ene-18;856;327;12;colones;14,639.75;1;-1;0;0;0;0;5,098.74;0
FA 581375;20;dic-17;20;ene-18;856;336;12;colones;11,988.26;1;-1;0;0;0;0;4,082.37;0
FA 581401;20;dic-17;20;ene-18;3867;382;12;colones;21,617.16;1;-1;0;0;0;0;10,188.96;0
FA 581402;20;dic-17;20;ene-18;2223;382;24;colones;43,234.32;1;-1;0;0;0;0;20,377.92;0
FA 581412;20;dic-17;20;feb-18;369;309;2;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.40;0
FA 581426;20;dic-17;20;feb-18;361;308;3;colones;24,885.00;1;-1;0;3,235.05;0;0;10,716.35;0
FA 581432;20;dic-17;20;ene-18;688;382;4;colones;7,200.00;1;-1;0;0;0;0;3,390.60;0
FA 581466;20;dic-17;20;ene-18;2138;344;6;colones;1,224.00;1;-1;0;0;0;0;7.602.400;0
FA 581536;21;dic-17;21;mar-18;3023;309;2;colones;23,590.00;1;20;0;3,066.71;0;0;10,616.41;0
FA 581561;21;dic-17;21;ene-18;1918;345;6;colones;659.95;1;-1;0;0;0;0;1.870.800;0
FA 581561;21;dic-17;21;ene-18;1918;340;5;colones;1,105.00;1;-1;0;0;0;0;6.970.100;0
FA 581561;21;dic-17;21;ene-18;1918;341;5;colones;1,105.00;1;-1;0;0;0;0;6.991.500;0
FA 581733;21;dic-17;21;ene-18;285;341;50;colones;11,600.00;1;-1;0;0;0;0;7,541.54;0
FA 581814;21;dic-17;21;ene-18;547;341;12;colones;2,652.00;1;-1;0;0;0;0;1,677.97;0
FA 581909;22;dic-17;22;dic-17;3482;338;1;colones;64.6;1;-1;0;0;0;0;308.2;0
FA 581909;22;dic-17;22;dic-17;3482;341;10;colones;2,099.50;1;-1;0;0;0;0;1,287.81;0
FA 581909;22;dic-17;22;dic-17;3482;340;6;colones;1,259.70;1;-1;0;0;0;0;7.701.100;0
FA 581962;22;dic-17;22;ene-18;1722;327;12;colones;14,640.00;1;-1;0;0;0;0;5,098.99;0
FA 581962;22;dic-17;22;ene-18;1722;341;6;colones;1,326.00;1;-1;0;0;0;0;8.389.900;0
FA 582182;22;dic-17;22;dic-17;1208;336;12;colones;11,940.00;1;-1;0;0;0;0;4,034.11;0
FA 582182;22;dic-17;22;dic-17;1208;344;24;colones;4,896.00;1;-1;0;0;0;0;3,040.96;0
FA 582234;22;dic-17;22;ene-18;1442;308;2;colones;16,590.00;1;-1;0;2,156.70;0;0;7,144.24;0
FA 582234;22;dic-17;22;ene-18;1442;309;2;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.40;0
FA 582242;22;dic-17;22;ene-18;627;356;1;colones;11,265.00;1;-1;0;0;0;0;2,957.28;0
FA 582252;22;dic-17;22;ene-18;2256;304;6;colones;1,881.00;1;-1;0;244.53;0;0;5.946.800;0
FA 582350;2;ene-18;2;feb-18;418;308;1;colones;8,295.00;1;-1;0;1,078.35;0;0;3,572.12;0
FA 582508;3;ene-18;3;ene-18;4035;305;1;colones;360;1;-1;0;46.8;0;0;1.283.900;0
FA 582508;3;ene-18;3;ene-18;4035;304;1;colones;330;1;-1;0;42.9;0;0;1.156.100;0
FA 582508;3;ene-18;3;ene-18;4035;303;1;colones;330;1;-1;0;42.9;0;0;1.170.900;0
FA 582508;3;ene-18;3;ene-18;4035;302;1;colones;260;1;-1;0;33.8;0;0;703.7;0
FA 582508;3;ene-18;3;ene-18;4035;301;1;colones;265;1;-1;0;34.45;0;0;1.061.200;0
FA 582605;4;ene-18;4;feb-18;3923;334;6;colones;8,262.00;1;-1;0;0;0;0;4,136.14;0
FA 582605;4;ene-18;4;feb-18;3923;324;6;colones;8,274.00;1;-1;0;0;0;0;3,569.39;0
FA 582605;4;ene-18;4;feb-18;3923;319;6;colones;7,068.00;1;-1;0;0;0;0;3,162.26;0
FA 582653;4;ene-18;4;mar-18;3691;341;60;colones;10,822.20;2;-1;0;0;0;0;5,587.09;0
FA 582676;4;ene-18;4;feb-18;642;344;12;colones;2,448.00;1;-1;0;0;0;0;1,520.48;0
FA 582712;4;ene-18;4;feb-18;527;344;10;colones;2,040.00;1;-1;0;0;0;0;1,267.06;0
FA 582783;4;ene-18;4;feb-18;278;356;3;colones;33,795.00;1;-1;0;0;0;0;8,871.84;0
FA 582783;4;ene-18;4;feb-18;278;382;12;colones;21,617.16;1;-1;0;0;0;0;10,188.98;0
FA 582785;4;ene-18;4;feb-18;191;340;12;colones;2,652.00;1;-1;0;0;0;0;1,672.81;0
FA 582785;4;ene-18;4;feb-18;191;344;12;colones;2,448.00;1;-1;0;0;0;0;1,520.48;0
FA 582803;4;ene-18;4;feb-18;1275;316;6;colones;11,485.80;1;-1;0;0;0;0;2,608.97;0
FA 582827;4;ene-18;4;feb-18;3631;334;12;colones;16,524.00;1;-1;0;0;0;0;8,272.27;0
FA 582894;5;ene-18;5;feb-18;1074;328;12;colones;21,420.00;1;-1;0;0;0;0;10,891.81;0
FA 582894;5;ene-18;5;feb-18;1074;344;15;colones;3,060.00;1;-1;0;0;0;0;1,900.60;0
FA 582894;5;ene-18;5;feb-18;1074;340;12;colones;2,652.00;1;-1;0;0;0;0;1,672.81;0
FA 582894;5;ene-18;5;feb-18;1074;343;15;colones;4,350.00;1;-1;0;0;0;0;2,349.96;0
FA 582920;5;ene-18;5;feb-18;584;336;20;colones;19,900.00;1;-1;0;0;0;0;6,723.52;0
FA 582920;5;ene-18;5;feb-18;584;322;20;colones;21,900.00;1;-1;0;0;0;0;7,591.71;0
FA 582920;5;ene-18;5;feb-18;584;327;20;colones;24,400.00;1;-1;0;0;0;0;8,498.32;0
FA 582920;5;ene-18;5;feb-18;584;324;20;colones;23,900.00;1;-1;0;0;0;0;8,217.95;0
FA 583101;5;ene-18;5;ene-18;4027;344;12;colones;2,448.00;1;-1;0;0;0;0;1,520.48;0
FA 583212;5;ene-18;5;feb-18;1418;371;6;colones;24,510.00;1;-1;0;3,186.30;0;0;4,241.39;0
FA 583212;5;ene-18;5;feb-18;1418;313;2;colones;24,000.00;1;-1;0;3,120.00;0;0;7,816.80;0
FA 583284;5;ene-18;5;mar-18;1622;308;1;colones;8,295.00;1;-1;0;1,078.35;0;0;3,612.03;0
FA 583321;6;ene-18;6;feb-18;351;345;50;colones;11,050.00;1;-1;0;0;0;0;7,109.38;0
FA 583333;6;ene-18;6;feb-18;1554;382;6;colones;10,808.58;1;-1;0;0;0;0;5,094.49;0
FA 583359;6;ene-18;6;feb-18;3979;310;2;colones;11,280.00;1;-1;0;1,466.40;0;0;3,729.92;0
FA 583416;6;ene-18;6;feb-18;2019;328;20;colones;35,700.00;1;-1;0;0;0;0;18,153.03;0
FA 583416;6;ene-18;6;feb-18;2019;334;20;colones;27,540.00;1;-1;0;0;0;0;13,787.12;0
FA 583416;6;ene-18;6;feb-18;2019;325;20;colones;31,960.00;1;-1;0;0;0;0;15,101.81;0
FA 583476;8;ene-18;8;ene-18;3881;302;13;colones;3,380.00;1;-1;0;439.4;0;0;9.147.500;0
FA 583491;8;ene-18;8;feb-18;1914;314;3;colones;6,600.00;1;-1;0;858;0;0;2,197.17;0
FA 583491;8;ene-18;8;feb-18;1914;313;1;colones;12,000.00;1;-1;0;1,560.00;0;0;3,908.40;0
FA 583554;8;ene-18;8;feb-18;329;345;30;colones;6,630.00;1;-1;0;0;0;0;4,265.63;0
FA 583554;8;ene-18;8;feb-18;329;344;30;colones;6,120.00;1;-1;0;0;0;0;3,801.19;0
FA 583554;8;ene-18;8;feb-18;329;341;15;colones;3,315.00;1;-1;0;0;0;0;2,097.46;0
FA 583554;8;ene-18;8;feb-18;329;340;15;colones;3,315.00;1;-1;0;0;0;0;2,091.02;0
FA 583573;8;ene-18;8;ene-18;4035;310;1;colones;5,640.00;1;-1;0;733.2;0;0;1,864.96;0
FA 583588;8;ene-18;8;feb-18;642;341;10;colones;2,210.00;1;-1;0;0;0;0;1,398.31;0
FA 583614;8;ene-18;8;feb-18;1244;316;4;colones;7,657.20;1;-1;0;0;0;0;1,739.31;0
FA 583630;8;ene-18;8;feb-18;1640;327;6;colones;7,710.00;1;-1;0;0;0;0;2,939.50;0
FA 583630;8;ene-18;8;feb-18;1640;322;6;colones;7,674.00;1;-1;0;0;0;0;3,381.51;0
FA 583661;8;ene-18;8;feb-18;2349;341;400;colones;88,400.00;1;-1;0;0;0;0;55,932.36;0
FA 583675;8;ene-18;8;feb-18;3043;316;2;colones;4,254.00;1;-1;0;0;0;0;1,295.06;0
FA 583805;9;ene-18;9;feb-18;547;345;20;colones;4,420.00;1;-1;0;0;0;0;2,843.75;0
FA 583805;9;ene-18;9;feb-18;547;344;20;colones;4,080.00;1;-1;0;0;0;0;2,534.13;0
FA 583805;9;ene-18;9;feb-18;547;316;4;colones;8,508.00;1;-1;0;0;0;0;2,590.11;0
FA 583907;9;ene-18;9;feb-18;584;336;12;colones;17,496.00;1;-1;0;0;0;0;9,590.11;0
